timestamp,route_id,route_name,city,transport_type,stop_id,vehicle_id,delay_seconds,delay_minutes,is_rain,is_weekend,hour,day_of_week
2025-10-01 04:45:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Yadgir,V-BLR-KLB-EXP-04,1267.0283205522244,21.12,0,0,4,2
2025-10-01 05:00:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Jagat Circle,V-KLB-TRN-1-02,569.9341424979691,9.5,0,0,5,2
2025-10-01 05:15:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Supermarket,V-KLB-BUS-2-05,601.3992855362861,10.02,0,0,5,2
2025-10-01 05:30:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Electronic City,V-BLR-TRN-1-01,297.8461222834633,4.96,1,0,5,2
2025-10-01 05:45:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Hebbal,V-BLR-BUS-1-01,439.0110529622252,7.32,0,0,5,2
2025-10-01 06:00:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Majestic,V-BLR-BUS-2-02,282.13261866500636,4.7,0,0,6,2
2025-10-01 06:15:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Whitefield,V-BLR-BUS-1-04,317.0186953483967,5.28,0,0,6,2
2025-10-01 06:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Yadgir,V-BLR-KLB-EXP-02,2112.2459311273583,35.2,1,0,6,2
2025-10-01 06:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Railway Station,V-KLB-BUS-2-04,1724.7486853012874,28.75,1,0,6,2
2025-10-01 07:00:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Yadgir,V-BLR-KLB-EXP-05,1201.0749311463546,20.02,0,0,7,2
2025-10-01 07:15:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Majestic,V-BLR-TRN-1-05,131.7048826063314,2.2,0,0,7,2
2025-10-01 07:30:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Majestic,V-BLR-TRN-2-04,425.8712287622735,7.1,1,0,7,2
2025-10-01 07:45:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Indiranagar,V-BLR-TRN-2-05,101.20843432282382,1.69,0,0,7,2
2025-10-01 08:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-1-01,1147.7956208655437,19.13,0,0,8,2
2025-10-01 08:15:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Kalaburagi,V-BLR-KLB-EXP-02,873.8080722551898,14.56,0,0,8,2
2025-10-01 08:30:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Supermarket,V-KLB-TRN-1-05,714.8417480496015,11.91,0,0,8,2
2025-10-01 08:45:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Banashankari,V-BLR-BUS-2-01,804.6960127225942,13.41,0,0,8,2
2025-10-01 09:00:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Whitefield,V-BLR-TRN-2-04,299.95387237552757,5.0,0,0,9,2
2025-10-01 09:15:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Jayanagar,V-BLR-BUS-2-02,1092.318896571145,18.21,1,0,9,2
2025-10-01 09:30:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-2-04,1048.1549947688823,17.47,1,0,9,2
2025-10-01 09:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Jagat Circle,V-KLB-BUS-2-05,736.7932752056441,12.28,0,0,9,2
2025-10-01 10:00:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Banashankari,V-BLR-BUS-2-02,360.6016911157483,6.01,0,0,10,2
2025-10-01 10:15:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,NEKRTC Bus Stand,V-KLB-BUS-1-02,663.6585811026285,11.06,1,0,10,2
2025-10-01 10:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Raichur,V-BLR-KLB-EXP-04,1163.576387190299,19.39,0,0,10,2
2025-10-01 10:45:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-2-01,654.7334765481792,10.91,1,0,10,2
2025-10-01 11:00:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Railway Station,V-KLB-BUS-2-05,589.8681872916538,9.83,0,0,11,2
2025-10-01 11:15:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Sedam Road,V-KLB-TRN-1-05,492.748735864243,8.21,0,0,11,2
2025-10-01 11:30:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Majestic,V-BLR-TRN-2-05,144.17769246617235,2.4,0,0,11,2
2025-10-01 11:45:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Railway Station,V-KLB-BUS-1-04,469.6794466636218,7.83,0,0,11,2
2025-10-01 12:00:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Whitefield,V-BLR-BUS-2-01,393.03227617632825,6.55,0,0,12,2
2025-10-01 12:15:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Koramangala,V-BLR-BUS-1-03,465.6407313201751,7.76,1,0,12,2
2025-10-01 12:30:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Kalaburagi Central,V-KLB-TRN-1-04,1858.756497773954,30.98,0,0,12,2
2025-10-01 12:45:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-2-05,464.19024869610587,7.74,0,0,12,2
2025-10-01 13:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Whitefield,V-BLR-BUS-1-04,484.2266906371262,8.07,0,0,13,2
2025-10-01 13:15:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Majestic,V-BLR-BUS-2-05,619.8252014934467,10.33,0,0,13,2
2025-10-01 13:30:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Railway Station,V-KLB-TRN-1-01,511.9389606418289,8.53,0,0,13,2
2025-10-01 13:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Supermarket,V-KLB-BUS-2-04,691.1606875729993,11.52,1,0,13,2
2025-10-01 14:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-1-05,445.27068009292924,7.42,0,0,14,2
2025-10-01 14:15:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Hebbal,V-BLR-TRN-1-02,621.2324009232638,10.35,1,0,14,2
2025-10-01 14:30:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Banashankari,V-BLR-BUS-2-01,693.6776977278563,11.56,1,0,14,2
2025-10-01 14:45:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Jayanagar,V-BLR-BUS-2-04,340.02141712201256,5.67,0,0,14,2
2025-10-01 15:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Banashankari,V-BLR-BUS-1-03,609.0045519938675,10.15,1,0,15,2
2025-10-01 15:15:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Jagat Circle,V-KLB-TRN-1-04,566.6667779556966,9.44,0,0,15,2
2025-10-01 15:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Bangalore City,V-BLR-KLB-EXP-04,1099.1745886540537,18.32,0,0,15,2
2025-10-01 15:45:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-1-05,399.843933325811,6.66,0,0,15,2
2025-10-01 16:00:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Hebbal,V-BLR-TRN-1-01,183.5131360633237,3.06,0,0,16,2
2025-10-01 16:15:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-2-04,531.9407188358466,8.87,0,0,16,2
2025-10-01 16:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Bangalore City,V-BLR-KLB-EXP-01,1158.72298880631,19.31,1,0,16,2
2025-10-01 16:45:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Whitefield,V-BLR-TRN-2-05,115.4930982522325,1.92,0,0,16,2
2025-10-01 17:00:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Aland Road,V-KLB-BUS-2-05,636.9087819225342,10.62,0,0,17,2
2025-10-01 17:15:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Supermarket,V-KLB-TRN-1-05,730.5529581434198,12.18,0,0,17,2
2025-10-01 17:30:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Koramangala,V-BLR-BUS-2-01,1099.2289224492004,18.32,0,0,17,2
2025-10-01 17:45:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Whitefield,V-BLR-TRN-1-05,268.58971477748935,4.48,0,0,17,2
2025-10-01 18:00:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Supermarket,V-KLB-TRN-1-05,651.6815696816703,10.86,0,0,18,2
2025-10-01 18:15:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,NEKRTC Bus Stand,V-KLB-BUS-1-02,762.2389292896672,12.7,0,0,18,2
2025-10-01 18:30:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Jayanagar,V-BLR-BUS-2-04,1395.7467131541914,23.26,0,0,18,2
2025-10-01 18:45:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Sedam Road,V-KLB-BUS-1-02,711.6889420172724,11.86,0,0,18,2
2025-10-01 19:00:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Whitefield,V-BLR-TRN-1-02,431.9794348545755,7.2,1,0,19,2
2025-10-01 19:15:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Banashankari,V-BLR-TRN-2-03,48.36088975448691,0.81,0,0,19,2
2025-10-01 19:30:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Koramangala,V-BLR-BUS-1-05,1681.9477741848941,28.03,1,0,19,2
2025-10-01 19:45:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Yeshwantpur,V-BLR-BUS-2-01,1459.2006136853615,24.32,1,0,19,2
2025-10-01 20:00:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Whitefield,V-BLR-TRN-1-03,153.1146864527076,2.55,0,0,20,2
2025-10-01 20:15:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Kalaburagi Central,V-KLB-BUS-1-05,637.1546372711408,10.62,1,0,20,2
2025-10-01 20:30:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Hebbal,V-BLR-BUS-1-03,552.4647853755931,9.21,1,0,20,2
2025-10-01 20:45:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Sedam Road,V-KLB-TRN-1-02,540.5341020147528,9.01,0,0,20,2
2025-10-01 21:00:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Yeshwantpur,V-BLR-TRN-2-03,144.27333831485737,2.4,0,0,21,2
2025-10-01 21:15:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Gulbarga University,V-KLB-TRN-1-02,530.2415702130049,8.84,0,0,21,2
2025-10-01 21:30:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-2-01,718.3805475054041,11.97,1,0,21,2
2025-10-01 21:45:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Whitefield,V-BLR-BUS-1-01,529.0020462375394,8.82,1,0,21,2
2025-10-01 22:00:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Railway Station,V-KLB-BUS-1-01,611.8335959055778,10.2,0,0,22,2
2025-10-01 22:15:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Koramangala,V-BLR-TRN-2-03,131.63742243942022,2.19,0,0,22,2
2025-10-01 22:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Yadgir,V-BLR-KLB-EXP-01,1100.1954417769705,18.34,1,0,22,2
2025-10-01 22:45:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Sedam Road,V-KLB-TRN-1-03,2038.1656750127745,33.97,0,0,22,2
2025-10-01 23:00:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Jagat Circle,V-KLB-BUS-2-05,451.87443252978585,7.53,0,0,23,2
2025-10-01 23:15:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Sedam Road,V-KLB-BUS-2-05,466.23410568893604,7.77,0,0,23,2
2025-10-01 23:30:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-2-02,426.24019650469694,7.1,0,0,23,2
2025-10-01 23:45:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Kalaburagi Central,V-KLB-BUS-1-01,521.7363216222004,8.7,1,0,23,2
2025-10-02 00:00:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Indiranagar,V-BLR-TRN-1-04,233.56391382259835,3.89,0,0,0,3
2025-10-02 00:15:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Whitefield,V-BLR-TRN-2-03,178.18312656361638,2.97,0,0,0,3
2025-10-02 00:30:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Hebbal,V-BLR-BUS-1-05,326.1888162810735,5.44,0,0,0,3
2025-10-02 00:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Kalaburagi Central,V-KLB-BUS-2-05,697.2642823987472,11.62,1,0,0,3
2025-10-02 01:00:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Whitefield,V-BLR-BUS-2-05,342.79617866384166,5.71,0,0,1,3
2025-10-02 01:15:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,NEKRTC Bus Stand,V-KLB-BUS-2-02,363.31254411874806,6.06,0,0,1,3
2025-10-02 01:30:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-2-04,387.4578009093844,6.46,0,0,1,3
2025-10-02 01:45:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Aland Road,V-KLB-TRN-1-01,612.5921330089241,10.21,0,0,1,3
2025-10-02 02:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Koramangala,V-BLR-BUS-1-02,562.9510216453479,9.38,1,0,2,3
2025-10-02 02:15:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Jagat Circle,V-KLB-BUS-1-05,398.70383973228263,6.65,0,0,2,3
2025-10-02 02:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Raichur,V-BLR-KLB-EXP-03,935.7522501577882,15.6,0,0,2,3
2025-10-02 02:45:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Banashankari,V-BLR-TRN-1-02,214.60554600152116,3.58,0,0,2,3
2025-10-02 03:00:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Kalaburagi Central,V-KLB-BUS-2-04,666.2007769689574,11.1,1,0,3,3
2025-10-02 03:15:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Yeshwantpur,V-BLR-TRN-1-02,205.05484255510754,3.42,0,0,3,3
2025-10-02 03:30:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Yeshwantpur,V-BLR-BUS-1-01,344.2390423211999,5.74,0,0,3,3
2025-10-02 03:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Supermarket,V-KLB-BUS-2-05,553.0009387564883,9.22,1,0,3,3
2025-10-02 04:00:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,NEKRTC Bus Stand,V-KLB-TRN-1-04,1493.9655081055166,24.9,0,0,4,3
2025-10-02 04:15:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Whitefield,V-BLR-BUS-1-01,215.64364146479758,3.59,0,0,4,3
2025-10-02 04:30:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Gulbarga University,V-KLB-TRN-1-05,634.7862724615131,10.58,1,0,4,3
2025-10-02 04:45:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,MG Road,V-BLR-BUS-1-03,412.02714688790866,6.87,1,0,4,3
2025-10-02 05:00:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Yeshwantpur,V-BLR-TRN-1-03,167.73278439053917,2.8,0,0,5,3
2025-10-02 05:15:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Majestic,V-BLR-BUS-2-02,612.7997600691166,10.21,0,0,5,3
2025-10-02 05:30:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,NEKRTC Bus Stand,V-KLB-BUS-2-03,642.9700940398719,10.72,1,0,5,3
2025-10-02 05:45:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Bangalore City,V-BLR-KLB-EXP-01,939.0998802297046,15.65,1,0,5,3
2025-10-02 06:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-1-03,1028.4459599763222,17.14,0,0,6,3
2025-10-02 06:15:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Electronic City,V-BLR-TRN-1-04,417.9738703695378,6.97,1,0,6,3
2025-10-02 06:30:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-1-01,415.3008865578661,6.92,0,0,6,3
2025-10-02 06:45:00,KLB-TRN-1,Kalaburagi - Bangalore Express (Train),Kalaburagi,Train,Aland Road,V-KLB-TRN-1-04,548.1836345042782,9.14,0,0,6,3
2025-10-02 07:00:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Indiranagar,V-BLR-TRN-1-05,184.9699865106395,3.08,0,0,7,3
2025-10-02 07:15:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-2-04,436.6730059678673,7.28,0,0,7,3
2025-10-02 07:30:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Bangalore City,V-BLR-KLB-EXP-02,1053.8743541660178,17.56,0,0,7,3
2025-10-02 07:45:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Hebbal,V-BLR-TRN-1-03,233.67386179163725,3.89,0,0,7,3
2025-10-02 08:00:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Kalaburagi Central,V-KLB-BUS-2-02,765.9761543908279,12.77,1,0,8,3
2025-10-02 08:15:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,MG Road,V-BLR-TRN-2-02,292.7927113479863,4.88,0,0,8,3
2025-10-02 08:30:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-1-04,768.2249593945799,12.8,0,0,8,3
2025-10-02 08:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Aland Road,V-KLB-BUS-2-03,846.7275157578852,14.11,0,0,8,3
2025-10-02 09:00:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Yadgir,V-BLR-KLB-EXP-05,1401.390413658999,23.36,1,0,9,3
2025-10-02 09:15:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Raichur,V-BLR-KLB-EXP-02,1441.193516955148,24.02,1,0,9,3
2025-10-02 09:30:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Hebbal,V-BLR-BUS-1-05,953.143393221622,15.89,1,0,9,3
2025-10-02 09:45:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Majestic,V-BLR-TRN-1-05,434.7052101783245,7.25,1,0,9,3
2025-10-02 10:00:00,BLR-BUS-1,Bangalore Majestic to Koramangala (Bus),Bangalore,Bus,Yeshwantpur,V-BLR-BUS-1-03,594.3266279287013,9.91,1,0,10,3
2025-10-02 10:15:00,BLR-KLB-EXP,Bangalore to Kalaburagi Intercity Express (Train),Intercity,Train,Raichur,V-BLR-KLB-EXP-03,1447.6781158047895,24.13,1,0,10,3
2025-10-02 10:30:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Indiranagar,V-BLR-BUS-2-01,548.9802070181972,9.15,1,0,10,3
2025-10-02 10:45:00,BLR-TRN-1,Bangalore Namma Metro Purple Line (Train),Bangalore,Train,Koramangala,V-BLR-TRN-1-03,256.9926693930859,4.28,0,0,10,3
2025-10-02 11:00:00,BLR-BUS-2,Bangalore Whitefield to Electronic City (Bus),Bangalore,Bus,Koramangala,V-BLR-BUS-2-03,581.7707362034073,9.7,0,0,11,3
2025-10-02 11:15:00,KLB-BUS-1,Kalaburagi City Bus - Ring Road (Bus),Kalaburagi,Bus,Railway Station,V-KLB-BUS-1-01,481.9642436940177,8.03,0,0,11,3
2025-10-02 11:30:00,BLR-TRN-2,Bangalore Namma Metro Green Line (Train),Bangalore,Train,Banashankari,V-BLR-TRN-2-04,181.42778598833516,3.02,0,0,11,3
2025-10-02 11:45:00,KLB-BUS-2,Kalaburagi NEKRTC to Gulbarga University (Bus),Kalaburagi,Bus,Gulbarga University,V-KLB-BUS-2-03,1336.71525016129,22.28,0,0,11,3
