timestamp,delay_minutes,hour,day_of_week,is_weekend,is_morning_rush,is_evening_rush,is_rush_hour,hour_sin,hour_cos,day_sin,day_cos,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,rolling_mean_60min,rolling_std_60min,rolling_mean_120min,rolling_std_120min,rolling_mean_240min,rolling_std_240min,weather_rain
2025-10-01 08:30:00,11.91,8,2,0,1,0,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,14.56,19.13,1.69,7.1,2.2,20.02,28.75,35.2,11.8225,7.383961786647231,13.17,9.3935874783964,12.71625,9.736243543242606,0
2025-10-01 08:45:00,13.41,8,2,0,1,0,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,11.91,14.56,19.13,1.69,7.1,2.2,20.02,28.75,14.7525,3.113501512231299,11.2525,7.026309232347476,12.234375,9.480012636243336,0
2025-10-01 09:00:00,5.0,9,2,0,1,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,13.41,11.91,14.56,19.13,1.69,7.1,2.2,20.02,11.219999999999999,4.286264885266259,9.375,6.320124320657894,11.953125,9.632076078568593,0
2025-10-01 09:15:00,18.21,9,2,0,1,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,5.0,13.41,11.91,14.56,19.13,1.69,7.1,2.2,12.1325,5.4616870104391655,11.376249999999999,6.258073499773823,12.465,9.739516072851531,1
2025-10-01 09:30:00,17.47,9,2,0,1,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,18.21,5.0,13.41,11.91,14.56,19.13,1.69,7.1,13.522499999999999,6.060832588569541,12.6725,6.319468219037778,13.246875000000001,9.597973201844924,0
2025-10-01 09:45:00,12.28,9,2,0,1,0,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,17.47,18.21,5.0,13.41,11.91,14.56,19.13,1.69,13.24,6.094068154087758,13.99625,4.552393208914553,13.556875,9.473069702231337,0
2025-10-01 10:00:00,6.01,10,2,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,12.28,17.47,18.21,5.0,13.41,11.91,14.56,19.13,13.4925,5.64308647816068,12.35625,4.795503660424292,13.63875,9.396770987951125,1
2025-10-01 10:15:00,11.06,10,2,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,6.01,12.28,17.47,18.21,5.0,13.41,11.91,14.56,11.705,4.705135492204226,11.91875,4.7248656443482915,14.0,9.162178780181053,0
2025-10-01 10:30:00,19.39,10,2,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,11.06,6.01,12.28,17.47,18.21,5.0,13.41,11.91,12.185,5.517164126614316,12.853750000000002,5.412897131587001,13.011875,7.407980578403264,1
2025-10-01 10:45:00,10.91,10,2,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,19.39,11.06,6.01,12.28,17.47,18.21,5.0,13.41,11.842500000000001,5.551716701465704,12.54125,5.448245949713665,11.896875000000001,6.11015735612976,0
2025-10-01 11:00:00,9.83,11,2,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,10.91,19.39,11.06,6.01,12.28,17.47,18.21,5.0,12.797500000000001,4.429020772134615,13.145,4.710899216558485,11.26,5.726007334958623,1
2025-10-01 11:15:00,8.21,11,2,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,9.83,10.91,19.39,11.06,6.01,12.28,17.47,18.21,12.085,4.99480730359039,11.895,4.496792507681757,11.635625,5.271108635761546,0
2025-10-01 11:30:00,2.4,11,2,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,8.21,9.83,10.91,19.39,11.06,6.01,12.28,17.47,7.8375,3.791018992302716,10.01125,4.960332470136016,11.341875,5.657520326963037,0
2025-10-01 11:45:00,7.83,11,2,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,2.4,8.21,9.83,10.91,19.39,11.06,6.01,12.28,7.067500000000001,3.230256697746053,9.455,4.918908125067707,11.725624999999999,5.144131891453272,0
2025-10-01 12:00:00,6.55,12,2,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7.83,2.4,8.21,9.83,10.91,19.39,11.06,6.01,6.2475000000000005,2.6614829825994697,9.522499999999999,4.868325467462382,10.939375,4.892188969844339,0
2025-10-01 12:15:00,7.76,12,2,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,6.55,7.83,2.4,8.21,9.83,10.91,19.39,11.06,6.135000000000001,2.5583914217075088,9.110000000000001,4.859238623488248,10.514375,4.851887562244885,1
2025-10-01 12:30:00,30.98,12,2,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7.76,6.55,7.83,2.4,8.21,9.83,10.91,19.39,13.280000000000001,11.814620885439641,10.55875,8.628134109660424,11.70625,7.0582206209025005,0
2025-10-01 12:45:00,7.74,12,2,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,30.98,7.76,6.55,7.83,2.4,8.21,9.83,10.91,13.2575,11.828537173575885,10.162500000000001,8.682319884191584,11.351875,7.109131422567266,0
2025-10-01 13:00:00,8.07,13,2,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,7.74,30.98,7.76,6.55,7.83,2.4,8.21,9.83,13.6375,11.562653602583328,9.9425,8.714188348402192,11.543750000000001,6.966259517608184,0
2025-10-01 13:15:00,10.33,13,2,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,8.07,7.74,30.98,7.76,6.55,7.83,2.4,8.21,14.280000000000001,11.19267915499531,10.2075,8.686165930456806,11.05125,6.738372578004273,0
2025-10-01 13:30:00,8.53,13,2,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,10.33,8.07,7.74,30.98,7.76,6.55,7.83,2.4,8.6675,1.1547113636460082,10.97375,8.153055408863597,10.4925,6.53832853258384,0
2025-10-01 13:45:00,11.52,13,2,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,8.53,10.33,8.07,7.74,30.98,7.76,6.55,7.83,9.612499999999999,1.6025474511955091,11.434999999999999,8.05356531517031,10.445,6.527228099788348,0
2025-10-01 14:00:00,7.42,14,2,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,11.52,8.53,10.33,8.07,7.74,30.98,7.76,6.55,9.45,1.828168482388833,11.54375,7.983749454807736,10.533125,6.472648833102767,1
2025-10-01 14:15:00,10.35,14,2,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,7.42,11.52,8.53,10.33,8.07,7.74,30.98,7.76,9.455,1.8314020130307878,11.867500000000001,7.859948654866826,10.48875,6.4712295328373735,1
2025-10-01 14:30:00,11.56,14,2,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,10.35,7.42,11.52,8.53,10.33,8.07,7.74,30.98,10.212499999999999,1.944417222031635,9.440000000000001,1.6952201711197945,9.999375,6.034543306387535,1
2025-10-01 14:45:00,5.67,14,2,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,11.56,10.35,7.42,11.52,8.53,10.33,8.07,7.74,8.75,2.6901920625362834,9.181249999999999,2.101145520900445,9.671875,6.123364237356233,0
2025-10-01 15:00:00,10.15,15,2,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,5.67,11.56,10.35,7.42,11.52,8.53,10.33,8.07,9.432500000000001,2.5845228444208463,9.44125,2.072489445087718,9.691875,6.124437627243823,0
2025-10-01 15:15:00,9.44,15,2,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,10.15,5.67,11.56,10.35,7.42,11.52,8.53,10.33,9.205,2.5159822468901796,9.33,2.0416240034415174,9.76875,6.112304393598206,1
2025-10-01 15:30:00,18.32,15,2,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,9.44,10.15,5.67,11.56,10.35,7.42,11.52,8.53,10.895,5.326139940582349,10.55375,3.7297488904367624,10.76375,6.128561413578225,0
2025-10-01 15:45:00,6.66,15,2,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,18.32,9.44,10.15,5.67,11.56,10.35,7.42,11.52,11.1425,5.016402263242706,9.946250000000001,3.939767714327474,10.690625,6.172721138201525,0
2025-10-01 16:00:00,3.06,16,2,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,6.66,18.32,9.44,10.15,5.67,11.56,10.35,7.42,9.370000000000001,6.513258273194241,9.401250000000001,4.587478104268493,10.4725,6.386745128258466,1
2025-10-01 16:15:00,8.87,16,2,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,3.06,6.66,18.32,9.44,10.15,5.67,11.56,10.35,9.227500000000001,6.51745029389049,9.216249999999999,4.573572962450379,10.541875000000001,6.361294646794256,0
2025-10-01 16:30:00,19.31,16,2,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,8.87,3.06,6.66,18.32,9.44,10.15,5.67,11.56,9.475000000000001,6.980202957889778,10.184999999999999,5.797854282897618,9.8125,4.144412302526532,1
2025-10-01 16:45:00,1.92,16,2,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,19.31,8.87,3.06,6.66,18.32,9.44,10.15,5.67,8.290000000000001,7.952077296740344,9.716249999999999,6.341169197057769,9.44875,4.571809087585928,0
2025-10-01 17:00:00,10.62,17,2,0,0,1,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.92,19.31,8.87,3.06,6.66,18.32,9.44,10.15,10.18,7.1529527702434335,9.774999999999999,6.3479355474268715,9.608125,4.564982977332256,1
2025-10-01 17:15:00,12.18,17,2,0,0,1,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,10.62,1.92,19.31,8.87,3.06,6.66,18.32,9.44,11.0075,7.1423403027299015,10.1175,6.400974814153587,9.723749999999999,4.607715088124836,0
2025-10-01 17:30:00,18.32,17,2,0,0,1,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,12.18,10.62,1.92,19.31,8.87,3.06,6.66,18.32,10.760000000000002,6.7659736919382025,10.1175,6.400974814153587,10.335625,5.065871387694973,0
2025-10-01 17:45:00,4.48,17,2,0,0,1,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,18.32,12.18,10.62,1.92,19.31,8.87,3.06,6.66,11.4,5.685935865507676,9.845,6.612114423000945,9.895624999999999,5.258223995165408,1
2025-10-01 18:00:00,10.86,18,2,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,4.48,18.32,12.18,10.62,1.92,19.31,8.87,3.06,11.46,5.6762193990953635,10.82,6.016992604283303,10.110625,5.220443747102979,1
2025-10-01 18:15:00,12.7,18,2,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,10.86,4.48,18.32,12.18,10.62,1.92,19.31,8.87,11.59,5.704092098368199,11.298749999999998,5.991990934334164,10.2575,5.260531658809142,0
2025-10-01 18:30:00,23.26,18,2,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,12.7,10.86,4.48,18.32,12.18,10.62,1.92,19.31,12.825000000000001,7.797544485285085,11.792499999999999,6.848031521122378,10.98875,6.1855249036224285,0
2025-10-01 18:45:00,11.86,18,2,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,23.26,12.7,10.86,4.48,18.32,12.18,10.62,1.92,14.670000000000002,5.775846258341701,13.035,5.586419758153307,11.375625,6.022103695276807,0
2025-10-01 19:00:00,7.2,19,2,0,0,1,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,11.86,23.26,12.7,10.86,4.48,18.32,12.18,10.62,13.755000000000003,6.782750179683743,12.6075,5.918609271973075,11.19125,6.106694550518574,0
2025-10-01 19:15:00,0.81,19,2,0,0,1,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,7.2,11.86,23.26,12.7,10.86,4.48,18.32,12.18,10.7825,9.471608012018509,11.186250000000001,7.251090435237996,10.651874999999999,6.630356670898878,1
2025-10-01 19:30:00,28.03,19,2,0,0,1,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.81,7.2,11.86,23.26,12.7,10.86,4.48,18.32,11.975000000000001,11.622307573512808,12.4,9.173597206891397,11.25875,7.731885388872922,0
2025-10-01 19:45:00,24.32,19,2,0,0,1,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,28.03,0.81,7.2,11.86,23.26,12.7,10.86,4.48,15.090000000000002,13.150500624184104,14.879999999999999,9.405477127716589,12.3625,8.273194868570016,1
2025-10-01 20:00:00,2.55,20,2,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,24.32,28.03,0.81,7.2,11.86,23.26,12.7,10.86,13.9275,14.240796735669901,13.84125,10.32664713599862,12.330625,8.312314935283267,0
2025-10-01 20:15:00,10.62,20,2,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2.55,24.32,28.03,0.81,7.2,11.86,23.26,12.7,16.380000000000003,11.87732573716266,13.581249999999999,10.385502859412108,12.44,8.275174116999992,0
2025-10-01 20:30:00,9.21,20,2,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,10.62,2.55,24.32,28.03,0.81,7.2,11.86,23.26,11.675,9.135113573459273,11.825000000000001,9.67887980531395,11.808750000000002,8.099538978649747,0
2025-10-01 20:45:00,9.01,20,2,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,9.21,10.62,2.55,24.32,28.03,0.81,7.2,11.86,7.8475,3.6036127705401286,11.46875,9.729723880240089,12.251875,7.706888017654506,1
2025-10-01 21:00:00,2.4,21,2,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,9.01,9.21,10.62,2.55,24.32,28.03,0.81,7.2,7.8100000000000005,3.6771456321445712,10.86875,10.168668177298342,11.738125,8.087501648634552,0
2025-10-01 21:15:00,8.84,21,2,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,2.4,9.01,9.21,10.62,2.55,24.32,28.03,0.81,7.365000000000001,3.3134523788137606,11.8725,9.401291324676016,11.529375,8.118381997048424,0
2025-10-01 21:30:00,11.97,21,2,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,8.84,2.4,9.01,9.21,10.62,2.55,24.32,28.03,8.055000000000001,4.03462100657132,9.865,6.817982525225898,11.1325,7.916999852637778,0
2025-10-01 21:45:00,8.82,21,2,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,11.97,8.84,2.4,9.01,9.21,10.62,2.55,24.32,8.007500000000002,4.020724437212764,7.9275,3.535694516539254,11.40375,7.746388298211405,0
2025-10-01 22:00:00,10.2,22,2,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,8.82,11.97,8.84,2.4,9.01,9.21,10.62,2.55,9.957500000000001,1.4890349223573947,8.883750000000001,2.839501653962744,11.362499999999999,7.751232590154072,0
2025-10-01 22:15:00,2.19,22,2,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,10.2,8.82,11.97,8.84,2.4,9.01,9.21,10.62,8.295000000000002,4.2693207890717115,7.83,3.5726740685374634,10.705625,8.06914367100582,0
2025-10-01 22:30:00,18.34,22,2,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,2.19,10.2,8.82,11.97,8.84,2.4,9.01,9.21,9.887500000000001,6.631577866541257,8.971250000000001,5.1752720770437355,10.398125,7.641224351066606,1
2025-10-01 22:45:00,33.97,22,2,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,18.34,2.19,10.2,8.82,11.97,8.84,2.4,9.01,16.175,13.572399689566073,12.091249999999999,10.243777815267734,11.78,9.65666471061998,0
2025-10-01 23:00:00,7.53,23,2,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,33.97,18.34,2.19,10.2,8.82,11.97,8.84,2.4,15.5075,14.022402017248442,12.7325,9.696390712896362,11.800625,9.646577609874564,0
2025-10-01 23:15:00,7.77,23,2,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,7.53,33.97,18.34,2.19,10.2,8.82,11.97,8.84,16.9025,12.44470804532325,12.59875,9.764891100994708,12.235625,9.26740306576407,0
2025-10-01 23:30:00,7.1,23,2,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,7.77,7.53,33.97,18.34,2.19,10.2,8.82,11.97,14.0925,13.254564936906323,11.99,9.959546748149304,10.9275,8.31787112186766,0
2025-10-01 23:45:00,8.7,23,2,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,7.1,7.77,7.53,33.97,18.34,2.19,10.2,8.82,7.7749999999999995,0.6760917097552939,11.975,9.965091928469958,9.951249999999998,7.519567252619436,0
2025-10-02 00:00:00,3.89,0,3,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,8.7,7.1,7.77,7.53,33.97,18.34,2.19,10.2,6.864999999999999,2.089026886694655,11.18625,10.36726294985463,10.035,7.438666547170934,0
2025-10-02 00:15:00,2.97,0,3,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,3.89,8.7,7.1,7.77,7.53,33.97,18.34,2.19,5.664999999999999,2.6885002014753794,11.28375,10.273816841855805,9.556875,7.641643556853456,0
2025-10-02 00:30:00,5.44,0,3,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,2.97,3.89,8.7,7.1,7.77,7.53,33.97,18.34,5.25,2.515723885220015,9.67125,10.017247180309996,9.32125,7.710861495319439,1
2025-10-02 00:45:00,11.62,0,3,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,5.44,2.97,3.89,8.7,7.1,7.77,7.53,33.97,5.98,3.8956984825145913,6.8774999999999995,2.76055765587836,9.484375,7.7314181267087045,1
2025-10-02 01:00:00,5.71,1,3,0,0,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,11.62,5.44,2.97,3.89,8.7,7.1,7.77,7.53,6.435,3.669972751942421,6.6499999999999995,2.7740635485562746,9.69125,7.571856553492453,1
2025-10-02 01:15:00,6.06,1,3,0,0,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,5.71,11.62,5.44,2.97,3.89,8.7,7.1,7.77,7.2075,2.9525963151097763,6.43625,2.7411204044019364,9.517499999999998,7.62440598779122,0
2025-10-02 01:30:00,6.46,1,3,0,0,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,6.06,5.71,11.62,5.44,2.97,3.89,8.7,7.1,7.4624999999999995,2.7885524918853206,6.35625,2.7282906082118905,9.173124999999999,7.630681680994602,0
